jobid,date,description,employer,location,salary,tags,title,url,weeknum
24311,2016-08-04,"Choose your own adventure!  Whether you like wielding swords, casting magic, or firing arrows, you will…",Paylocity,"Arlington Heights, IL",,"[selenium, qa, automation, scripting, testing]",Software QA Engineer,/jobs/24311/software-qa-engineer-paylocity,31
122234,2016-08-04,Sephora seeks a full-time Lead iOS Developer to help lead its highly successful iOS development team. In…,SEPHORA,"San Francisco, CA",,"[objective-c, swift, ecommerce]",Lead iOS Developer,/jobs/122234/lead-ios-developer-sephora,31
122235,2016-08-04,We are seeking exceptional software engineers to join our team as we move our products and services to…,RBM Technologies,"Boston, MA",,"[ruby-on-rails, javascript, ember.js, angularjs]",Senior Software Engineer,/jobs/122235/senior-software-engineer-rbm-technologies,31
89634,2016-08-04,Atimi is seeking native iOS and Android Software Developers who believe in providing clients with top…,Atimi Software Inc.,"Vancouver, BC, Canada","$50,000 - 158,000","[ios, android]",Mobile Developer,/jobs/89634/mobile-developer-atimi-software-inc,31
110275,2016-08-04,We are assembling a team of talented Symfony PHP full stack developers that have varying levels of hands…,Telex Communications LLC.,"Los Angeles, CA","$75,000 - 115,000","[php, symfony2, javascript, jquery, twitter-bootstrap]",Symfony PHP Full Stack Engineer,/jobs/110275/symfony-php-full-stack-engineer-telex-communications-llc,31
122233,2016-08-04,"Data analysis is plagued by a fundamentally flawed workflow that leads to slow turnaround times, high…",Mode Analytics,"San Francisco, CA",,"[ruby-on-rails, ruby, java, go, javascript]",Senior Back-End Engineer,/jobs/122233/senior-back-end-engineer-mode-analytics,31
122231,2016-08-04,"POSITION SUMMARY:
The Digital Marketing Manager owns the technical architecture and stability of…",The Boston Consulting Group,"Boston, MA",,"[crm, tridion, exacttarget, salesforce]",Digital Marketing Manager,/jobs/122231/digital-marketing-manager-the-boston-consulting-group,31
122230,2016-08-04,"POSITION SUMMARY:
BCG is looking for a talented Lead Developer that has technical responsibility for…",The Boston Consulting Group,"Boston, MA",,"[dynamics-crm, html, css, javascript, jquery]",CRM Lead Developer,/jobs/122230/crm-lead-developer-the-boston-consulting-group,31
117714,2016-08-04,The Vice President of Engineering reports directly to the CTO and oversees all engineering functions as…,TeleTracking Technologies,"Pittsburgh, PA",,"[cloud, roadmap, enterprise]",VP of Engineering,/jobs/117714/vp-of-engineering-teletracking-technologies,31
115482,2016-08-04,SIG is seeking a Software Developer to join a team responsible for designing and developing low-latency…,"Susquehanna International Group, LLP","Bala Cynwyd, PA",,"[c++, linux, low-latency, template-meta-programming, optimization]",Software Developer - C++,/jobs/115482/software-developer-c-plus-plus-susquehanna-international,31
122227,2016-08-04,"Ashford.com’s Data Engineer will be responsible for developing the data integrations, designing data…",Ashford.com,"New York, NY",,"[etl, ssis, sql, nosql, olap]",Data Engineer,/jobs/122227/data-engineer-ashfordcom,31
115477,2016-08-04,"Under general supervision of the ATS Application Development team lead, the primary responsibilities of…",UC Davis,"Davis, CA",,"[php, css, sql]",Learning Tool Integrator / Applications Programmer 3,/jobs/115477/learning-tool-integrator-applications-uc-davis,31
122226,2016-08-04,MTData is a leading provider of GPS tracking and dispatch systems to the transport and taxi industries…,MTData LLC,"Denver, CO","$85,000 - 110,000","[.net, c#, sql, javascript]",Software engineer,/jobs/122226/software-engineer-mtdata-llc,31
108222,2016-08-04,"We are looking for a junior Systems Admin/IT Coordinator with an understanding of Linux, networking, and…",Hudson River Trading,"London, UK",,"[unix, linux, sysadmin]",Junior Systems Administrator - London,/jobs/108222/junior-systems-administrator-london-hudson-river-trading,31
122225,2016-08-04,We think of the internet as a societal nervous system - a growing global network of awareness and…,Green River,"Brattleboro, VT","$80,000 - 100,000","[ruby-on-rails, javascript, css]",SENIOR RAILS DEVELOPER COMMITTED TO SUSTAINABILITY,/jobs/122225/senior-rails-developer-committed-to-sustainability-green-river,31
58647,2016-08-04,Small Planet Digital (http://www.smallplanet.com) is interviewing candidates that can join our staff and…,Small Planet Digital,"New York, NY","$60,000 - 100,000","[ios, android, objective-c, c#, unity3d]",Senior iOS or Android Developer,/jobs/58647/senior-ios-or-android-developer-small-planet-digital,31
119721,2016-08-04,"Work for a company founded by developers for developers: a place where smart, like-minded developers…",Envoy Advanced Technologies,"North Sydney, Australia","$80,000 - 140,000","[.net, angular2, xamarin, c#, f#]",".NET Developer - Innovative, Quality-Focused Development Company",/jobs/119721/net-developer-innovative-quality-focused-envoy-advanced-technologies,31
122252,2016-08-04,This role will primarily focus on the engineering of our Fraud Detection Solutions that are used at…,Jewel Paymentech,Singapore,,"[python, java, networking, sql]",Fraud System Software Developer,/jobs/122252/fraud-system-software-developer-jewel-paymentech,31
122251,2016-08-04,"As an iOS Software Engineer, you will be part of one of the most exciting teams at Flybits. You will be…","Flybits, Inc.","Toronto, ON, Canada",,"[objective-c, swift2, xcode7, swift]",iOS Software Engineer,/jobs/122251/ios-software-engineer-flybits-inc,31
119900,2016-08-04,Our Application Support team comprises of some of the best people in this field.  They play an…,Eclipse Trading,"Sydney, Australia",,"[perl, php, java, python, redhat]",Junior Trading Systems / Application Support (SYDNEY),/jobs/119900/junior-trading-systems-application-support-eclipse-trading,31
122249,2016-08-04," This role is not another WordPress, Magento or Drupal related PHP developer position! Not about…",Core dna,"Melbourne, Australia","$70,000 - 90,000","[php-developer, enterprise-software-devel, web-development, back-end-web-developer, senior-php-developer]","PHP Platform Developer - CMS, eCom & Marketing Automation Platform",/jobs/122249/php-platform-developer-cms-ecom-marketing-core-dna,31
114828,2016-08-04,The Wikimedia Foundation is looking for a Chief Technology Officer (CTO) to join our executive team. As…,Wikimedia Foundation,"San Francisco, CA",,"[varnish, apache, mysql, python, hadoop]",CTO,/jobs/114828/cto-wikimedia-foundation,31
122246,2016-08-04,The Farmer's Dog is a VC backed direct-to-consumer pet health brand on a mission to disrupt the $60…,The Farmer's Dog,"New York, NY",,"[full-stack, javascript, node.js, nodejs, react]",Full Stack Engineer,/jobs/122246/full-stack-engineer-the-farmers-dog,31
108255,2016-08-04,Work with a video gaming company in Denver! We are looking for a Server Engineer who is passionate about…,Dire Wolf Digital,"Denver, CO",,"[linux, sql, java, scala, ruby]",Exciting Opportunity in Video Games for a Server Engineer!,/jobs/108255/exciting-opportunity-in-video-games-for-a-server-dire-wolf-digital,31
122245,2016-08-04,"  Microsoft Careers: My job details











Are you looking to add cloud experience to…",Microsoft,"Redmond, WA",Provides Equity,[],Senior Software Engineer,/jobs/122245/senior-software-engineer-microsoft,31
99993,2016-08-04,"SECURITY RESEARCHER
As a Security Researcher at Fastly you will help ensure our security efforts are…",Fastly,"San Francisco, CA",,"[python, go, ruby, c++, c]",Security Researcher ,/jobs/99993/security-researcher-fastly,31
122244,2016-08-04,"Portland State University (PSU) seeks to enhance the intellectual, social, cultural, and economic…",Portland State University,"Portland, OR","$90,000 - 100,000",[],Associate Director - Data Center and Cloud IaaS,/jobs/122244/associate-director-data-center-and-cloud-iaas-portland-state-university,31
99990,2016-08-04,"APPLICATION SECURITY ENGINEER
As an Application Security Engineer at Fastly you will help ensure we…",Fastly,"San Francisco, CA",,"[python, go, ruby, c++, sql]",Application Security Engineer,/jobs/99990/application-security-engineer-fastly,31
122243,2016-08-04, Are you a PHP nerd with a passion for developing hard-core backend software? Do you want to join an…,Clockwork,"Minneapolis, MN",,"[php, lamp, symfony2, drupal, laravel]",PHP Software Engineer,/jobs/122243/php-software-engineer-clockwork,31
120658,2016-08-04,Jij als Java Developer gaat in deze rol een grote bijdrage leveren aan de technische realisatie van…,Sogeti,"Amsterdam, Netherlands",,"[java-ee, hibernate, junit, open-source, jboss]",Bouwen aan State of the Art applicaties met de nieuwste Java Technologie?,/jobs/120658/bouwen-aan-state-of-the-art-applicaties-met-de-sogeti,31
120662,2016-08-04,Als Trainee Java lever je bij onze klanten (de top van het Nederlandse bedrijfsleven) een belangrijke…,Sogeti,"Utrecht, Netherlands",,"[software-engineering, java, agile, junit, jboss]",Jouw kennis van #Java verder ontwikkelen en deze inzetten voor gave bedrijven?,/jobs/120662/jouw-kennis-van-sharpjava-verder-ontwikkelen-en-deze-sogeti,31
120669,2016-08-04,Wij geloven dat security een enabler is voor mens en maatschappij. Door security te integreren in ALLE…,Sogeti,"Utrecht, Netherlands",,"[security, hacking, penetration-testing, owasp]",Techies gezocht die web- en applicatie security kunnen blootleggen!,/jobs/120669/techies-gezocht-die-web-en-applicatie-security-sogeti,31
121902,2016-08-04,"""Beweeg mee van veilig voelen naar veilig zijn""
Wij geloven dat Security een enabler is voor mens en…",Sogeti,"Vianen, Netherlands",,"[backtracking, burpsuite, zap, owasp, hacking]",Heb jij de juiste Hacker-mindset? Check het hier!,/jobs/121902/heb-jij-de-juiste-hacker-mindset-check-het-hier-sogeti,31
121903,2016-08-04,Jij bent hard op weg om de testwereld te automatiseren en zoekt een club die samen met jou dat doel wil…,Sogeti,"Vianen, Netherlands",,"[tmap, automated-tests, java, sql, tosca]",Wil jij ook de hele testwereld automatiseren? Zoek dan niet verder...,/jobs/121903/wil-jij-ook-de-hele-testwereld-automatiseren-sogeti,31
121907,2016-08-04,"Durf jij mee te delen in het succes van de no. 1 dienstverlener in Nederland op het gebied van IT?
Jij…",Sogeti,"Vianen, Netherlands",,"[tmap, tooling, tosca, qtp, alm]","Wil jij ongeveer alles wat je test, automatiseren? Kickstart je IT-Carriere hier",/jobs/121907/wil-jij-ongeveer-alles-wat-je-test-sogeti,31
122007,2016-08-04,"Apps om te betalen met je vingerafdruk, de rekening in de bar te delen of je huiskamer een sfeer…",Sogeti,"Vianen, Netherlands",,"[ios, android, apps, html5, css3]",Wij maken Apps met Impact! En jij? Maak jij ook impact?,/jobs/122007/wij-maken-apps-met-impact-en-jij-maak-jij-ook-sogeti,31
122010,2016-08-04,"Apps om te betalen met je vingerafdruk, de rekening in de bar te delen of je huiskamer een sfeer…",Sogeti,"Vianen, Netherlands",Provides Equity,"[ios, android, webdevelopment, html5, mobile]",Wil jij Mobile Apps realiseren die mensen echt raken? #iOS #Android #Web,/jobs/122010/wil-jij-mobile-apps-realiseren-die-mensen-echt-sogeti,31
108357,2016-08-04,"Reporting to the Development Manager, the Software Developer is responsible for designing and…",Ceridian,"Bloomington, MN",,"[c#, html5, sql, javascript, dojo]",Software Developer,/jobs/108357/software-developer-ceridian,31
122240,2016-08-04,"Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the…",Audible,"Jersey City, NJ",,"[oop, java, audio]","Software Engineer, Big Data",/jobs/122240/software-engineer-big-data-audible,31
122239,2016-08-04,"About Audible:
Audible, Inc. is the world’s largest seller and producer of spoken audio entertainment,…",Audible,"Newark, NJ",,"[java, deployment, audio]",Senior Software Development Engineer,/jobs/122239/senior-software-development-engineer-audible,31
99975,2016-08-04,"SOFTWARE ENGINEER
We’re looking for talented software engineers to help expand our backend…",Fastly,"San Francisco, CA",,"[python, perl, go, c, c++]",Software Engineer,/jobs/99975/software-engineer-fastly,31
105760,2016-08-04,Unser Ziel:Viele neue Kolleginnen und KollegenWir suchen JEE-EntwicklerInnen für kundenspezifische…,PENTASYS AG,"München, Deutschland",,"[java, java-ee, cms]",Softwareentwickler (m/w) JEE,/jobs/105760/softwareentwickler-m-w-jee-pentasys-ag,31
108318,2016-08-04,Come and be a part of a global database administration team that spans half the world from London to…,Concur,"Prague, Czech Republic",,"[mysql, powershell, sysadmin]",Database Administrator I,/jobs/108318/database-administrator-i-concur,31
106202,2016-08-04,"We are a marketing company in Loveland, Colorado, that focuses on the development of leading marketing…",Madwire Media,"Fort Collins, CO",,"[php, yii, amazon-web-services, node.js, model-view-controller]",PHP Engineer - Rated #1 Place to Work by Glassdoor,/jobs/106202/php-engineer-rated-sharp1-place-to-work-by-glassdoor-madwire-media,31
122222,2016-08-04,"At Church Community Builder, we care about church leaders, and our web-based software is designed (and…",Church Community Builder,"Colorado Springs, CO",,"[php, javascript, linux, apache, safe]",Software Development - Internal,/jobs/122222/software-development-internal-church-community-builder,31
91547,2016-08-04,We are Agilisys Digital.  We build the technology of the future. Our leading edge digital platforms…,Agilisys Digital,"London, UK","£35,000 - 60,000","[c#, asp.net-mvc-4, tdd, agile]","Full Stack Developer (MVC, C#) - Awesome Team and Challenging Technical Work!",/jobs/91547/full-stack-developer-mvc-c-sharp-awesome-team-and-agilisys-digital,31
